Geocodigo,Municipio,UF,Tipo,unidade,Safra,Valor
4304507,Canguçu,RS,Produção,t,2021,0
4304606,Canoas,RS,Produção,t,2021,0
4304614,Canudos do Vale,RS,Produção,t,2021,1200
4304622,Capão Bonito do Sul,RS,Produção,t,2021,0
4304630,Capão da Canoa,RS,Produção,t,2021,0
4304655,Capão do Cipó,RS,Produção,t,2021,1750
4304663,Capão do Leão,RS,Produção,t,2021,0
4304671,Capivari do Sul,RS,Produção,t,2021,0
4304689,Capela de Santana,RS,Produção,t,2021,450
4304697,Capitão,RS,Produção,t,2021,300
4304705,Carazinho,RS,Produção,t,2021,0
4304713,Caraá,RS,Produção,t,2021,3484
4304804,Carlos Barbosa,RS,Produção,t,2021,280
4304853,Carlos Gomes,RS,Produção,t,2021,700
4304903,Casca,RS,Produção,t,2021,0
4304952,Caseiros,RS,Produção,t,2021,0
4305009,Catuípe,RS,Produção,t,2021,2400
4305108,Caxias do Sul,RS,Produção,t,2021,300
4305116,Centenário,RS,Produção,t,2021,2000
4305124,Cerrito,RS,Produção,t,2021,0
4305132,Cerro Branco,RS,Produção,t,2021,4000
4305157,Cerro Grande,RS,Produção,t,2021,100
4305173,Cerro Grande do Sul,RS,Produção,t,2021,200
4305207,Cerro Largo,RS,Produção,t,2021,750
4305306,Chapada,RS,Produção,t,2021,2100
4305355,Charqueadas,RS,Produção,t,2021,0
4305371,Charrua,RS,Produção,t,2021,135
4305405,Chiapetta,RS,Produção,t,2021,100
4305439,Chuí,RS,Produção,t,2021,0
4305447,Chuvisca,RS,Produção,t,2021,200
4305454,Cidreira,RS,Produção,t,2021,0
4305504,Ciríaco,RS,Produção,t,2021,0
4305587,Colinas,RS,Produção,t,2021,825
4305603,Colorado,RS,Produção,t,2021,60
4305702,Condor,RS,Produção,t,2021,600
4305801,Constantina,RS,Produção,t,2021,2250
4305835,Coqueiro Baixo,RS,Produção,t,2021,150
4305850,Coqueiros do Sul,RS,Produção,t,2021,80
4305871,Coronel Barros,RS,Produção,t,2021,600
4305900,Coronel Bicaco,RS,Produção,t,2021,400
4305934,Coronel Pilar,RS,Produção,t,2021,50
4305959,Cotiporã,RS,Produção,t,2021,1600
4305975,Coxilha,RS,Produção,t,2021,0
4306007,Crissiumal,RS,Produção,t,2021,4800
4306056,Cristal,RS,Produção,t,2021,60
4306072,Cristal do Sul,RS,Produção,t,2021,700
4306106,Cruz Alta,RS,Produção,t,2021,175
4306130,Cruzaltense,RS,Produção,t,2021,400
4306205,Cruzeiro do Sul,RS,Produção,t,2021,1500
4306304,David Canabarro,RS,Produção,t,2021,125
4306320,Derrubadas,RS,Produção,t,2021,1100
4306353,Dezesseis de Novembro,RS,Produção,t,2021,960
4306379,Dilermando de Aguiar,RS,Produção,t,2021,200
4306403,Dois Irmãos,RS,Produção,t,2021,2160
4306429,Dois Irmãos das Missões,RS,Produção,t,2021,60
4306452,Dois Lajeados,RS,Produção,t,2021,330
4306502,Dom Feliciano,RS,Produção,t,2021,120
4306551,Dom Pedro de Alcântara,RS,Produção,t,2021,672
4306601,Dom Pedrito,RS,Produção,t,2021,0
4306700,Dona Francisca,RS,Produção,t,2021,1050
4306734,Doutor Maurício Cardoso,RS,Produção,t,2021,1667
4306759,Doutor Ricardo,RS,Produção,t,2021,1200
4306767,Eldorado do Sul,RS,Produção,t,2021,50
4306809,Encantado,RS,Produção,t,2021,1200
4306908,Encruzilhada do Sul,RS,Produção,t,2021,0
4306924,Engenho Velho,RS,Produção,t,2021,500
4306932,Entre-Ijuís,RS,Produção,t,2021,400
4306957,Entre Rios do Sul,RS,Produção,t,2021,270
4306973,Erebango,RS,Produção,t,2021,40
4307005,Erechim,RS,Produção,t,2021,1280
4307054,Ernestina,RS,Produção,t,2021,0
4307104,Herval,RS,Produção,t,2021,0
4307203,Erval Grande,RS,Produção,t,2021,600
4307302,Erval Seco,RS,Produção,t,2021,1000
4307401,Esmeralda,RS,Produção,t,2021,0
4307450,Esperança do Sul,RS,Produção,t,2021,3200
4307500,Espumoso,RS,Produção,t,2021,500
4307559,Estação,RS,Produção,t,2021,80
4307609,Estância Velha,RS,Produção,t,2021,523
4307708,Esteio,RS,Produção,t,2021,0
4307807,Estrela,RS,Produção,t,2021,2450
4307815,Estrela Velha,RS,Produção,t,2021,40
4307831,Eugênio de Castro,RS,Produção,t,2021,125
4307864,Fagundes Varela,RS,Produção,t,2021,70
4307906,Farroupilha,RS,Produção,t,2021,0
4308003,Faxinal do Soturno,RS,Produção,t,2021,1050
4308052,Faxinalzinho,RS,Produção,t,2021,200
4308078,Fazenda Vilanova,RS,Produção,t,2021,0
4308102,Feliz,RS,Produção,t,2021,367
4308201,Flores da Cunha,RS,Produção,t,2021,0
4308250,Floriano Peixoto,RS,Produção,t,2021,1840
4308300,Fontoura Xavier,RS,Produção,t,2021,0
4308409,Formigueiro,RS,Produção,t,2021,420
4308433,Forquetinha,RS,Produção,t,2021,936
4308458,Fortaleza dos Valos,RS,Produção,t,2021,420
4308508,Frederico Westphalen,RS,Produção,t,2021,1500
4308607,Garibaldi,RS,Produção,t,2021,0
4308656,Garruchos,RS,Produção,t,2021,1400
4308706,Gaurama,RS,Produção,t,2021,450
4308805,General Câmara,RS,Produção,t,2021,180
4308854,Gentil,RS,Produção,t,2021,20
4308904,Getúlio Vargas,RS,Produção,t,2021,0
4309001,Giruá,RS,Produção,t,2021,625
4309050,Glorinha,RS,Produção,t,2021,1350
4309100,Gramado,RS,Produção,t,2021,1120
4309126,Gramado dos Loureiros,RS,Produção,t,2021,1000
4309159,Gramado Xavier,RS,Produção,t,2021,0
4309209,Gravataí,RS,Produção,t,2021,630
4309258,Guabiju,RS,Produção,t,2021,100
4309308,Guaíba,RS,Produção,t,2021,0
4309407,Guaporé,RS,Produção,t,2021,1085
4309506,Guarani das Missões,RS,Produção,t,2021,4200
4309555,Harmonia,RS,Produção,t,2021,947
4309571,Herveiras,RS,Produção,t,2021,0
4309605,Horizontina,RS,Produção,t,2021,1043
4309654,Hulha Negra,RS,Produção,t,2021,0
4309704,Humaitá,RS,Produção,t,2021,450
4309753,Ibarama,RS,Produção,t,2021,4500
4309803,Ibiaçá,RS,Produção,t,2021,145
4309902,Ibiraiaras,RS,Produção,t,2021,0
4309951,Ibirapuitã,RS,Produção,t,2021,150
4310009,Ibirubá,RS,Produção,t,2021,480
4310108,Igrejinha,RS,Produção,t,2021,1000
4310207,Ijuí,RS,Produção,t,2021,3000
4310306,Ilópolis,RS,Produção,t,2021,60
4310330,Imbé,RS,Produção,t,2021,0
4310363,Imigrante,RS,Produção,t,2021,1750
4310405,Independência,RS,Produção,t,2021,600
4310413,Inhacorá,RS,Produção,t,2021,200
4310439,Ipê,RS,Produção,t,2021,180
4310462,Ipiranga do Sul,RS,Produção,t,2021,0
4310504,Iraí,RS,Produção,t,2021,2500
4310538,Itaara,RS,Produção,t,2021,210
4310553,Itacurubi,RS,Produção,t,2021,1788
4310579,Itapuca,RS,Produção,t,2021,240
4310603,Itaqui,RS,Produção,t,2021,0
4310652,Itati,RS,Produção,t,2021,6000
4310702,Itatiba do Sul,RS,Produção,t,2021,14500
4310751,Ivorá,RS,Produção,t,2021,1250
4310801,Ivoti,RS,Produção,t,2021,4305
4310850,Jaboticaba,RS,Produção,t,2021,1050
4310876,Jacuizinho,RS,Produção,t,2021,294
4310900,Jacutinga,RS,Produção,t,2021,1250
4311007,Jaguarão,RS,Produção,t,2021,0
4311106,Jaguari,RS,Produção,t,2021,8000
4311122,Jaquirana,RS,Produção,t,2021,0
4311130,Jari,RS,Produção,t,2021,1000
4311155,Jóia,RS,Produção,t,2021,900
4311205,Júlio de Castilhos,RS,Produção,t,2021,320
4311239,Lagoa Bonita do Sul,RS,Produção,t,2021,320
4311254,Lagoão,RS,Produção,t,2021,100
4311270,Lagoa dos Três Cantos,RS,Produção,t,2021,120
4311304,Lagoa Vermelha,RS,Produção,t,2021,0
4311403,Lajeado,RS,Produção,t,2021,3000
4311429,Lajeado do Bugre,RS,Produção,t,2021,600
4311502,Lavras do Sul,RS,Produção,t,2021,0
4311601,Liberato Salzano,RS,Produção,t,2021,1400
4311627,Lindolfo Collor,RS,Produção,t,2021,2520
4311643,Linha Nova,RS,Produção,t,2021,775
4311700,Machadinho,RS,Produção,t,2021,1760
4311718,Maçambará,RS,Produção,t,2021,0
4311734,Mampituba,RS,Produção,t,2021,2520
4311759,Manoel Viana,RS,Produção,t,2021,0
4311775,Maquiné,RS,Produção,t,2021,1400
4311791,Maratá,RS,Produção,t,2021,647
4311809,Marau,RS,Produção,t,2021,400
4311908,Marcelino Ramos,RS,Produção,t,2021,9590
4311981,Mariana Pimentel,RS,Produção,t,2021,105
4312005,Mariano Moro,RS,Produção,t,2021,500
4312054,Marques de Souza,RS,Produção,t,2021,2750
4312104,Mata,RS,Produção,t,2021,1050
4312138,Mato Castelhano,RS,Produção,t,2021,0
4312153,Mato Leitão,RS,Produção,t,2021,480
4312179,Mato Queimado,RS,Produção,t,2021,40
4312203,Maximiliano de Almeida,RS,Produção,t,2021,1400
4312252,Minas do Leão,RS,Produção,t,2021,0
4312302,Miraguaí,RS,Produção,t,2021,1250
4312351,Montauri,RS,Produção,t,2021,140
4312377,Monte Alegre dos Campos,RS,Produção,t,2021,0
4312385,Monte Belo do Sul,RS,Produção,t,2021,320
4312401,Montenegro,RS,Produção,t,2021,4650
4312427,Mormaço,RS,Produção,t,2021,70
4312443,Morrinhos do Sul,RS,Produção,t,2021,1925
4312450,Morro Redondo,RS,Produção,t,2021,0
4312476,Morro Reuter,RS,Produção,t,2021,1860
4312500,Mostardas,RS,Produção,t,2021,0
4312609,Muçum,RS,Produção,t,2021,9600
4312617,Muitos Capões,RS,Produção,t,2021,0
4312625,Muliterno,RS,Produção,t,2021,0
4312658,Não-Me-Toque,RS,Produção,t,2021,910
4312674,Nicolau Vergueiro,RS,Produção,t,2021,0
4312708,Nonoai,RS,Produção,t,2021,2000
4312757,Nova Alvorada,RS,Produção,t,2021,400
4312807,Nova Araçá,RS,Produção,t,2021,300
4312906,Nova Bassano,RS,Produção,t,2021,400
4312955,Nova Boa Vista,RS,Produção,t,2021,480
4313003,Nova Bréscia,RS,Produção,t,2021,480
4313011,Nova Candelária,RS,Produção,t,2021,350
4313037,Nova Esperança do Sul,RS,Produção,t,2021,3500
4313060,Nova Hartz,RS,Produção,t,2021,846
4313086,Nova Pádua,RS,Produção,t,2021,0
4313102,Nova Palma,RS,Produção,t,2021,350
4313201,Nova Petrópolis,RS,Produção,t,2021,240
4313300,Nova Prata,RS,Produção,t,2021,75
4313334,Nova Ramada,RS,Produção,t,2021,160
4313359,Nova Roma do Sul,RS,Produção,t,2021,400
4313375,Nova Santa Rita,RS,Produção,t,2021,198
4313391,Novo Cabrais,RS,Produção,t,2021,1750
4313409,Novo Hamburgo,RS,Produção,t,2021,18000
4313425,Novo Machado,RS,Produção,t,2021,767
4313441,Novo Tiradentes,RS,Produção,t,2021,200
4313466,Novo Xingu,RS,Produção,t,2021,600
4313490,Novo Barreiro,RS,Produção,t,2021,200
4313508,Osório,RS,Produção,t,2021,1200
4313607,Paim Filho,RS,Produção,t,2021,500
4313656,Palmares do Sul,RS,Produção,t,2021,30
4313706,Palmeira das Missões,RS,Produção,t,2021,3000
4313805,Palmitinho,RS,Produção,t,2021,500
4313904,Panambi,RS,Produção,t,2021,1650
4313953,Pantano Grande,RS,Produção,t,2021,0
4314001,Paraí,RS,Produção,t,2021,600
4314027,Paraíso do Sul,RS,Produção,t,2021,600
4314035,Pareci Novo,RS,Produção,t,2021,62
4314050,Parobé,RS,Produção,t,2021,7000
4314068,Passa Sete,RS,Produção,t,2021,240
4314076,Passo do Sobrado,RS,Produção,t,2021,360
4314100,Passo Fundo,RS,Produção,t,2021,175
4314134,Paulo Bento,RS,Produção,t,2021,0
4314159,Paverama,RS,Produção,t,2021,300
4314175,Pedras Altas,RS,Produção,t,2021,0
4314209,Pedro Osório,RS,Produção,t,2021,0
4314308,Pejuçara,RS,Produção,t,2021,132
4314407,Pelotas,RS,Produção,t,2021,0
4314423,Picada Café,RS,Produção,t,2021,350
4314456,Pinhal,RS,Produção,t,2021,625
4314464,Pinhal da Serra,RS,Produção,t,2021,100
4314472,Pinhal Grande,RS,Produção,t,2021,120
4314498,Pinheirinho do Vale,RS,Produção,t,2021,1500
4314506,Pinheiro Machado,RS,Produção,t,2021,0
4314548,Pinto Bandeira,RS,Produção,t,2021,186
4314555,Pirapó,RS,Produção,t,2021,840
4314605,Piratini,RS,Produção,t,2021,0
4314704,Planalto,RS,Produção,t,2021,4500
4314753,Poço das Antas,RS,Produção,t,2021,7700
4314779,Pontão,RS,Produção,t,2021,50
4314787,Ponte Preta,RS,Produção,t,2021,180
4314803,Portão,RS,Produção,t,2021,930
4314902,Porto Alegre,RS,Produção,t,2021,300
4315008,Porto Lucena,RS,Produção,t,2021,1000
4315057,Porto Mauá,RS,Produção,t,2021,900
4315073,Porto Vera Cruz,RS,Produção,t,2021,5167
4315107,Porto Xavier,RS,Produção,t,2021,27500
4315131,Pouso Novo,RS,Produção,t,2021,0
4315149,Presidente Lucena,RS,Produção,t,2021,9360
4315156,Progresso,RS,Produção,t,2021,500
4315172,Protásio Alves,RS,Produção,t,2021,150
4315206,Putinga,RS,Produção,t,2021,625
4315305,Quaraí,RS,Produção,t,2021,0
4315313,Quatro Irmãos,RS,Produção,t,2021,0
4315321,Quevedos,RS,Produção,t,2021,0
4315354,Quinze de Novembro,RS,Produção,t,2021,300
4315404,Redentora,RS,Produção,t,2021,560
4315453,Relvado,RS,Produção,t,2021,375
4315503,Restinga Sêca,RS,Produção,t,2021,1500
4315552,Rio dos Índios,RS,Produção,t,2021,12600
4315602,Rio Grande,RS,Produção,t,2021,0
4315701,Rio Pardo,RS,Produção,t,2021,600
4315750,Riozinho,RS,Produção,t,2021,1800
4315800,Roca Sales,RS,Produção,t,2021,10388
4315909,Rodeio Bonito,RS,Produção,t,2021,1672
4315958,Rolador,RS,Produção,t,2021,150
4316006,Rolante,RS,Produção,t,2021,11200
4316105,Ronda Alta,RS,Produção,t,2021,300
4316204,Rondinha,RS,Produção,t,2021,480
4316303,Roque Gonzales,RS,Produção,t,2021,30000
4316402,Rosário do Sul,RS,Produção,t,2021,0
4316428,Sagrada Família,RS,Produção,t,2021,240
4316436,Saldanha Marinho,RS,Produção,t,2021,120
4316451,Salto do Jacuí,RS,Produção,t,2021,210
4316477,Salvador das Missões,RS,Produção,t,2021,585
4316501,Salvador do Sul,RS,Produção,t,2021,711
4316600,Sananduva,RS,Produção,t,2021,5200
4316709,Santa Bárbara do Sul,RS,Produção,t,2021,1120
4316733,Santa Cecília do Sul,RS,Produção,t,2021,80
4316758,Santa Clara do Sul,RS,Produção,t,2021,1500
4316808,Santa Cruz do Sul,RS,Produção,t,2021,6650
4316907,Santa Maria,RS,Produção,t,2021,660
4316956,Santa Maria do Herval,RS,Produção,t,2021,300
4316972,Santa Margarida do Sul,RS,Produção,t,2021,0
4317004,Santana da Boa Vista,RS,Produção,t,2021,0
4317103,Sant'Ana do Livramento,RS,Produção,t,2021,0
4317202,Santa Rosa,RS,Produção,t,2021,6000
4317251,Santa Tereza,RS,Produção,t,2021,1000
4317301,Santa Vitória do Palmar,RS,Produção,t,2021,0
4317400,Santiago,RS,Produção,t,2021,6000
4317509,Santo Ângelo,RS,Produção,t,2021,700
4317558,Santo Antônio do Palma,RS,Produção,t,2021,0
4317608,Santo Antônio da Patrulha,RS,Produção,t,2021,14000
4317707,Santo Antônio das Missões,RS,Produção,t,2021,4725
4317756,Santo Antônio do Planalto,RS,Produção,t,2021,40
4317806,Santo Augusto,RS,Produção,t,2021,240
4317905,Santo Cristo,RS,Produção,t,2021,6650
4317954,Santo Expedito do Sul,RS,Produção,t,2021,50
4318002,São Borja,RS,Produção,t,2021,0
4318051,São Domingos do Sul,RS,Produção,t,2021,16
4318101,São Francisco de Assis,RS,Produção,t,2021,540
4318200,São Francisco de Paula,RS,Produção,t,2021,0
4318309,São Gabriel,RS,Produção,t,2021,0
4318408,São Jerônimo,RS,Produção,t,2021,0
4318424,São João da Urtiga,RS,Produção,t,2021,1600
4318432,São João do Polêsine,RS,Produção,t,2021,1575
4318440,São Jorge,RS,Produção,t,2021,66
4318457,São José das Missões,RS,Produção,t,2021,2500
4318465,São José do Herval,RS,Produção,t,2021,0
4318481,São José do Hortêncio,RS,Produção,t,2021,6120
4318499,São José do Inhacorá,RS,Produção,t,2021,875
4318507,São José do Norte,RS,Produção,t,2021,0
4318606,São José do Ouro,RS,Produção,t,2021,600
4318614,São José do Sul,RS,Produção,t,2021,1335
4318622,São José dos Ausentes,RS,Produção,t,2021,0
4318705,São Leopoldo,RS,Produção,t,2021,150
4318804,São Lourenço do Sul,RS,Produção,t,2021,0
4318903,São Luiz Gonzaga,RS,Produção,t,2021,2000
4319000,São Marcos,RS,Produção,t,2021,0
4319109,São Martinho,RS,Produção,t,2021,260
4319125,São Martinho da Serra,RS,Produção,t,2021,30
4319158,São Miguel das Missões,RS,Produção,t,2021,600
4319208,São Nicolau,RS,Produção,t,2021,60
4319307,São Paulo das Missões,RS,Produção,t,2021,750
4319356,São Pedro da Serra,RS,Produção,t,2021,270
4319364,São Pedro das Missões,RS,Produção,t,2021,1000
4319372,São Pedro do Butiá,RS,Produção,t,2021,450
4319406,São Pedro do Sul,RS,Produção,t,2021,5000
4319505,São Sebastião do Caí,RS,Produção,t,2021,700
4319604,São Sepé,RS,Produção,t,2021,300
4319703,São Valentim,RS,Produção,t,2021,500
4319711,São Valentim do Sul,RS,Produção,t,2021,1120
4319737,São Valério do Sul,RS,Produção,t,2021,200
4319752,São Vendelino,RS,Produção,t,2021,405
4319802,São Vicente do Sul,RS,Produção,t,2021,0
4319901,Sapiranga,RS,Produção,t,2021,520
4320008,Sapucaia do Sul,RS,Produção,t,2021,0
4320107,Sarandi,RS,Produção,t,2021,320
4320206,Seberi,RS,Produção,t,2021,3300
4320230,Sede Nova,RS,Produção,t,2021,400
4320263,Segredo,RS,Produção,t,2021,400
4320305,Selbach,RS,Produção,t,2021,80
4320321,Senador Salgado Filho,RS,Produção,t,2021,3453
4320354,Sentinela do Sul,RS,Produção,t,2021,1069
4320404,Serafina Corrêa,RS,Produção,t,2021,36
4320453,Sério,RS,Produção,t,2021,280
4320503,Sertão,RS,Produção,t,2021,0
4320552,Sertão Santana,RS,Produção,t,2021,1575
4320578,Sete de Setembro,RS,Produção,t,2021,900
4320602,Severiano de Almeida,RS,Produção,t,2021,1200
4320651,Silveira Martins,RS,Produção,t,2021,750
4320677,Sinimbu,RS,Produção,t,2021,2430
4320701,Sobradinho,RS,Produção,t,2021,150
4320800,Soledade,RS,Produção,t,2021,0
4320859,Tabaí,RS,Produção,t,2021,0
4320909,Tapejara,RS,Produção,t,2021,330
4321006,Tapera,RS,Produção,t,2021,30
4321105,Tapes,RS,Produção,t,2021,0
4321204,Taquara,RS,Produção,t,2021,8250
4321303,Taquari,RS,Produção,t,2021,100
4321329,Taquaruçu do Sul,RS,Produção,t,2021,750
4321352,Tavares,RS,Produção,t,2021,0
4321402,Tenente Portela,RS,Produção,t,2021,1944
4321436,Terra de Areia,RS,Produção,t,2021,800
4321451,Teutônia,RS,Produção,t,2021,750
4321469,Tio Hugo,RS,Produção,t,2021,120
4321477,Tiradentes do Sul,RS,Produção,t,2021,2500
4321493,Toropi,RS,Produção,t,2021,480
4321501,Torres,RS,Produção,t,2021,232
4321600,Tramandaí,RS,Produção,t,2021,0
4321626,Travesseiro,RS,Produção,t,2021,1800
4321634,Três Arroios,RS,Produção,t,2021,1500
4321667,Três Cachoeiras,RS,Produção,t,2021,400
4321709,Três Coroas,RS,Produção,t,2021,700
4321808,Três de Maio,RS,Produção,t,2021,1630
4321832,Três Forquilhas,RS,Produção,t,2021,1500
4321857,Três Palmeiras,RS,Produção,t,2021,550
4321907,Três Passos,RS,Produção,t,2021,3250
4321956,Trindade do Sul,RS,Produção,t,2021,600
4322004,Triunfo,RS,Produção,t,2021,0
4322103,Tucunduva,RS,Produção,t,2021,400
4322152,Tunas,RS,Produção,t,2021,80
4322186,Tupanci do Sul,RS,Produção,t,2021,0
4322202,Tupanciretã,RS,Produção,t,2021,350
4322251,Tupandi,RS,Produção,t,2021,700
4322301,Tuparendi,RS,Produção,t,2021,700
4322327,Turuçu,RS,Produção,t,2021,0
4322343,Ubiretama,RS,Produção,t,2021,4000
4322350,União da Serra,RS,Produção,t,2021,80
4322376,Unistalda,RS,Produção,t,2021,2250
4322400,Uruguaiana,RS,Produção,t,2021,0
4322509,Vacaria,RS,Produção,t,2021,0
4322525,Vale Verde,RS,Produção,t,2021,260
4322533,Vale do Sol,RS,Produção,t,2021,400
4322541,Vale Real,RS,Produção,t,2021,36
4322558,Vanini,RS,Produção,t,2021,0
4322608,Venâncio Aires,RS,Produção,t,2021,4875
4322707,Vera Cruz,RS,Produção,t,2021,6000
4322806,Veranópolis,RS,Produção,t,2021,414
4322855,Vespasiano Corrêa,RS,Produção,t,2021,600
4322905,Viadutos,RS,Produção,t,2021,2600
4323002,Viamão,RS,Produção,t,2021,1100
4323101,Vicente Dutra,RS,Produção,t,2021,1350
4323200,Victor Graeff,RS,Produção,t,2021,150
4323309,Vila Flores,RS,Produção,t,2021,0
4323358,Vila Lângaro,RS,Produção,t,2021,80
4323408,Vila Maria,RS,Produção,t,2021,0
4323457,Vila Nova do Sul,RS,Produção,t,2021,30
4323507,Vista Alegre,RS,Produção,t,2021,750
4323606,Vista Alegre do Prata,RS,Produção,t,2021,50
4323705,Vista Gaúcha,RS,Produção,t,2021,600
4323754,Vitória das Missões,RS,Produção,t,2021,250
4323770,Westfália,RS,Produção,t,2021,200
4323804,Xangri-lá,RS,Produção,t,2021,0
5000203,Água Clara,MS,Produção,t,2021,0
5000252,Alcinópolis,MS,Produção,t,2021,0
5000609,Amambai,MS,Produção,t,2021,106916
5000708,Anastácio,MS,Produção,t,2021,500
5000807,Anaurilândia,MS,Produção,t,2021,0
5000856,Angélica,MS,Produção,t,2021,3289774
5000906,Antônio João,MS,Produção,t,2021,0
5001003,Aparecida do Taboado,MS,Produção,t,2021,964175
5001102,Aquidauana,MS,Produção,t,2021,750
5001243,Aral Moreira,MS,Produção,t,2021,0
5001508,Bandeirantes,MS,Produção,t,2021,0
5001904,Bataguassu,MS,Produção,t,2021,0
5002001,Batayporã,MS,Produção,t,2021,618328
5002100,Bela Vista,MS,Produção,t,2021,300
5002159,Bodoquena,MS,Produção,t,2021,470
5002209,Bonito,MS,Produção,t,2021,240
5002308,Brasilândia,MS,Produção,t,2021,170550
5002407,Caarapó,MS,Produção,t,2021,1492182
5002605,Camapuã,MS,Produção,t,2021,300
5002704,Campo Grande,MS,Produção,t,2021,199603
5002803,Caracol,MS,Produção,t,2021,700
5002902,Cassilândia,MS,Produção,t,2021,0
5002951,Chapadão do Sul,MS,Produção,t,2021,1492182
5003108,Corguinho,MS,Produção,t,2021,500
5003157,Coronel Sapucaia,MS,Produção,t,2021,0
5003207,Corumbá,MS,Produção,t,2021,0
5003256,Costa Rica,MS,Produção,t,2021,3465638
5003306,Coxim,MS,Produção,t,2021,400
5003454,Deodápolis,MS,Produção,t,2021,310067
5003488,Dois Irmãos do Buriti,MS,Produção,t,2021,0
5003504,Douradina,MS,Produção,t,2021,0
5003702,Dourados,MS,Produção,t,2021,1251846
5003751,Eldorado,MS,Produção,t,2021,354894
5003801,Fátima do Sul,MS,Produção,t,2021,92218
5003900,Figueirão,MS,Produção,t,2021,0
5004007,Glória de Dourados,MS,Produção,t,2021,129731
5004106,Guia Lopes da Laguna,MS,Produção,t,2021,200
5004304,Iguatemi,MS,Produção,t,2021,424194
5004403,Inocência,MS,Produção,t,2021,0
5004502,Itaporã,MS,Produção,t,2021,0
5004601,Itaquiraí,MS,Produção,t,2021,784830
5004700,Ivinhema,MS,Produção,t,2021,3624399
5004809,Japorã,MS,Produção,t,2021,0
5004908,Jaraguari,MS,Produção,t,2021,825
5005004,Jardim,MS,Produção,t,2021,1250
5005103,Jateí,MS,Produção,t,2021,1606096
5005152,Juti,MS,Produção,t,2021,1209202
5005202,Ladário,MS,Produção,t,2021,0
5005251,Laguna Carapã,MS,Produção,t,2021,238897
5005400,Maracaju,MS,Produção,t,2021,1072839
5005608,Miranda,MS,Produção,t,2021,720
5005681,Mundo Novo,MS,Produção,t,2021,0
5005707,Naviraí,MS,Produção,t,2021,1100203
5005806,Nioaque,MS,Produção,t,2021,300
5006002,Nova Alvorada do Sul,MS,Produção,t,2021,5526781
5006200,Nova Andradina,MS,Produção,t,2021,4032593
5006259,Novo Horizonte do Sul,MS,Produção,t,2021,681207
5006275,Paraíso das Águas,MS,Produção,t,2021,1604937
5006309,Paranaíba,MS,Produção,t,2021,660000
5006358,Paranhos,MS,Produção,t,2021,0
5006408,Pedro Gomes,MS,Produção,t,2021,0
5006606,Ponta Porã,MS,Produção,t,2021,1906785
5006903,Porto Murtinho,MS,Produção,t,2021,150
5007109,Ribas do Rio Pardo,MS,Produção,t,2021,240
5007208,Rio Brilhante,MS,Produção,t,2021,6459930
5007307,Rio Negro,MS,Produção,t,2021,0
5007406,Rio Verde de Mato Grosso,MS,Produção,t,2021,0
5007505,Rochedo,MS,Produção,t,2021,750
5007554,Santa Rita do Pardo,MS,Produção,t,2021,0
5007695,São Gabriel do Oeste,MS,Produção,t,2021,0
5007703,Sete Quedas,MS,Produção,t,2021,0
5007802,Selvíria,MS,Produção,t,2021,34388
5007901,Sidrolândia,MS,Produção,t,2021,413755
5007935,Sonora,MS,Produção,t,2021,1103599
5007950,Tacuru,MS,Produção,t,2021,0
5007976,Taquarussu,MS,Produção,t,2021,451036
5008008,Terenos,MS,Produção,t,2021,400
5008305,Três Lagoas,MS,Produção,t,2021,0
5008404,Vicentina,MS,Produção,t,2021,404846
5100102,Acorizal,MT,Produção,t,2021,200
5100201,Água Boa,MT,Produção,t,2021,0
5100250,Alta Floresta,MT,Produção,t,2021,0
5100300,Alto Araguaia,MT,Produção,t,2021,444000
5100359,Alto Boa Vista,MT,Produção,t,2021,0
5100409,Alto Garças,MT,Produção,t,2021,300
5100508,Alto Paraguai,MT,Produção,t,2021,0
5100607,Alto Taquari,MT,Produção,t,2021,2960000
5100805,Apiacás,MT,Produção,t,2021,0
5101001,Araguaiana,MT,Produção,t,2021,0
5101209,Araguainha,MT,Produção,t,2021,1125
5101258,Araputanga,MT,Produção,t,2021,225
5101308,Arenápolis,MT,Produção,t,2021,70000
5101407,Aripuanã,MT,Produção,t,2021,7800
5101605,Barão de Melgaço,MT,Produção,t,2021,440
5101704,Barra do Bugres,MT,Produção,t,2021,4152319
5101803,Barra do Garças,MT,Produção,t,2021,0
5101852,Bom Jesus do Araguaia,MT,Produção,t,2021,0
5101902,Brasnorte,MT,Produção,t,2021,1244
5102504,Cáceres,MT,Produção,t,2021,79522
5102603,Campinápolis,MT,Produção,t,2021,0
5102637,Campo Novo do Parecis,MT,Produção,t,2021,3099180
5102678,Campo Verde,MT,Produção,t,2021,1000
5102686,Campos de Júlio,MT,Produção,t,2021,367770
5102694,Canabrava do Norte,MT,Produção,t,2021,0
5102702,Canarana,MT,Produção,t,2021,0
5102793,Carlinda,MT,Produção,t,2021,0
5102850,Castanheira,MT,Produção,t,2021,0
5103007,Chapada dos Guimarães,MT,Produção,t,2021,600
5103056,Cláudia,MT,Produção,t,2021,0
5103106,Cocalinho,MT,Produção,t,2021,0
5103205,Colíder,MT,Produção,t,2021,0
5103254,Colniza,MT,Produção,t,2021,6006
5103304,Comodoro,MT,Produção,t,2021,848
5103353,Confresa,MT,Produção,t,2021,0
5103361,Conquista D'Oeste,MT,Produção,t,2021,0
